,date,team1,score1,team2,score2
591,2016-02-24,PENTA,7,CSGL,16
592,2016-02-24,CSGL,16,PENTA,14
593,2016-02-24,Platinium,13,GameAgents,16
594,2016-02-24,Platinium,16,GameAgents,9
595,2016-02-24,GameAgents,16,Platinium,12
596,2016-02-24,Virtus.pro,11,Astralis,16
597,2016-02-24,fnatic,16,SK,11
598,2016-02-24,E-frag.net,16,CSGL,9
599,2016-02-24,E-frag.net,6,CSGL,16
600,2016-02-24,Imp?rio Multim?dia,11,AlienTech,16
601,2016-02-24,AlienTech,16,Imp?rio Multim?dia,9
602,2016-02-24,fnatic,16,SK,6
603,2016-02-25,OpTic,16,AGG,6
604,2016-02-25,OpTic,16,AGG,7
605,2016-02-25,CLG,16,Selfless,12
606,2016-02-25,myRevenge,9,Bee's Money Crew,16
607,2016-02-25,Bee's Money Crew,16,myRevenge,10
608,2016-02-25,Selfless,16,CLG,6
609,2016-02-25,Liquid,14,NRG,16
610,2016-02-25,QuetzaL,3,CLG,16
611,2016-02-25,QuetzaL,8,CLG,16
612,2016-02-25,Liquid,16,NRG,12
613,2016-02-25,MVP project,16,T5,9
614,2016-02-25,T5,16,MVP project,13
615,2016-02-25,MVP project,16,T5,4
616,2016-02-25,Enso,6,Empire,16
617,2016-02-25,Empire,16,Enso,8
618,2016-02-25,k1ck,16,LDLC White,10
619,2016-02-25,k1ck,13,LDLC White,16
620,2016-02-25,k1ck,16,LDLC White,12
621,2016-02-25,fnatic,16,Astralis,2
622,2016-02-25,fnatic,16,Astralis,13
623,2016-02-25,Astralis,12,fnatic,16
624,2016-02-25,k1ck,16,nerdRage,12
625,2016-02-25,nerdRage,7,k1ck,16
626,2016-02-25,Torpedo,16,Orgless,8
627,2016-02-25,Torpedo,16,Orgless,3
628,2016-02-25,CPH Wolves,10,ENCE,16
629,2016-02-25,CPH Wolves,12,ENCE,16
630,2016-02-25,SK,10,Vexed,16
631,2016-02-26,Obey.Alliance,14,VexX,16
632,2016-02-26,VexX,11,Obey.Alliance,16
633,2016-02-26,VexX,7,Obey.Alliance,16
634,2016-02-26,MiTH,16,J2G,10
635,2016-02-26,MiTH,12,J2G,16
636,2016-02-26,J2G,16,MiTH,3
637,2016-02-26,Emc,14,Devcat,16
638,2016-02-26,Liquid,20,HellRaisers,22
639,2016-02-26,MVP.karnal,16,dream[S]cape,10
640,2016-02-26,dream[S]cape,7,MVP.karnal,16
641,2016-02-26,mousesports,16,YP,1
642,2016-02-26,FlipSid3,16,Selfless,13
643,2016-02-26,KoN Norway,16,KoN Finland,6
644,2016-02-26,G2,16,Tempo Storm,13
645,2016-02-26,KoN Denmark,7,KoN Norway,16
646,2016-02-26,KoN Norway,6,KoN Sweden,16
647,2016-02-26,Liquid,16,YP,2
648,2016-02-26,mousesports,19,HellRaisers,15
649,2016-02-27,Splyce,16,CLG,14
650,2016-02-27,dignitas,9,Renegades,16
651,2016-02-27,Cloud9,9,Gambit,16
652,2016-02-27,ENCE,16,A LA MIX,2
653,2016-02-27,Ancient,1,Preparation,16
654,2016-02-27,dream[S]cape,5,MiTH,16
655,2016-02-27,MiTH,14,dream[S]cape,16
656,2016-02-27,MiTH,14,dream[S]cape,16
657,2016-02-27,A LA MIX,6,Ancient,16
658,2016-02-27,ENCE,17,Preparation,19
659,2016-02-27,Preparation,16,A LA MIX,3
660,2016-02-27,ENCE,14,Ancient,16
661,2016-02-27,J2G,6,MVP.karnal,16
662,2016-02-27,MVP.karnal,16,J2G,4
663,2016-02-27,Tempo Storm,16,Selfless,4
664,2016-02-27,AliGon,9,ALTERNATE aTTaX,16
665,2016-02-27,FlipSid3,14,G2,16
666,2016-02-27,Torpedo,17,Orgless,19
667,2016-02-27,CLG,16,SK,13
668,2016-02-27,ALTERNATE aTTaX,16,Orgless,13
669,2016-02-27,AliGon,16,Torpedo,9
670,2016-02-27,Splyce,16,Vexed,7
671,2016-02-27,Cloud9,16,dignitas,13
672,2016-02-27,AliGon,4,Orgless,16
673,2016-02-27,ALTERNATE aTTaX,16,Torpedo,13
674,2016-02-27,Renegades,11,Gambit,16
675,2016-02-27,Liquid,16,HellRaisers,4
676,2016-02-27,HellRaisers,16,Liquid,7
677,2016-02-27,HellRaisers,14,Liquid,16
678,2016-02-28,dream[S]cape,16,J2G,6
679,2016-02-28,J2G,7,dream[S]cape,16
680,2016-02-28,Orgless,16,Preparation,14
681,2016-02-28,Preparation,10,Orgless,16
682,2016-02-28,MVP.karnal,14,dream[S]cape,16
683,2016-02-28,dream[S]cape,4,MVP.karnal,16
684,2016-02-28,MVP.karnal,16,dream[S]cape,7
685,2016-02-28,FlipSid3,16,Tempo Storm,5
686,2016-02-28,FlipSid3,16,Tempo Storm,5
687,2016-02-28,ALTERNATE aTTaX,5,Ancient,16
688,2016-02-28,ALTERNATE aTTaX,3,Ancient,16
689,2016-02-28,Vexed,13,CLG,16
690,2016-02-28,CLG,3,Vexed,16
691,2016-02-28,CLG,16,Vexed,13
692,2016-02-28,Publiclir.se,16,k1ck,7
693,2016-02-28,Publiclir.se,8,k1ck,16
694,2016-02-28,ALTERNATE aTTaX,8,Preparation,16
695,2016-02-28,Preparation,16,ALTERNATE aTTaX,12
696,2016-02-28,Orgless,6,Ancient,16
697,2016-02-28,Ancient,16,Orgless,11
698,2016-02-28,Cloud9,16,Renegades,14
699,2016-02-28,Cloud9,19,Renegades,16
700,2016-02-28,Publiclir.se,19,Galatics,17
701,2016-02-28,Publiclir.se,17,Galatics,19
702,2016-02-29,Epiphany Bolt,16,LDLC Blue,6
703,2016-02-29,LDLC Blue,16,Epiphany Bolt,11
704,2016-02-29,LDLC Blue,16,Epiphany Bolt,3
705,2016-03-01,ALTERNATE aTTaX,16,Torpedo,7
706,2016-03-01,ALTERNATE aTTaX,17,Torpedo,19
707,2016-03-01,Torpedo,14,ALTERNATE aTTaX,16
708,2016-03-01,nerdRage,13,Imp?rio Multim?dia,16
709,2016-03-01,Imp?rio Multim?dia,5,nerdRage,16
710,2016-03-02,Natus Vincere,10,fnatic,16
711,2016-03-02,NiP,8,mousesports,16
712,2016-03-02,Luminosity,16,Natus Vincere,11
713,2016-03-02,mousesports,16,TheMongolz,7
714,2016-03-02,Luminosity,16,fnatic,12
715,2016-03-02,NiP,16,TheMongolz,5
716,2016-03-02,mousesports,6,Natus Vincere,16
717,2016-03-02,NiP,14,fnatic,16
718,2016-03-02,TheMongolz,6,Luminosity,16
719,2016-03-02,Natus Vincere,16,NiP,13
720,2016-03-02,mousesports,14,Luminosity,16
721,2016-03-02,FlipSid3,16,CSGL,1
722,2016-03-02,FlipSid3,16,CSGL,3
723,2016-03-02,fnatic,16,TheMongolz,4
724,2016-03-02,k1ck,16,AlienTech,14
725,2016-03-02,AlienTech,4,k1ck,16
726,2016-03-02,Natus Vincere,16,TheMongolz,6
727,2016-03-02,Luminosity,13,NiP,16
728,2016-03-02,mousesports,17,fnatic,19
729,2016-03-03,TSM,8,Selfless,16
730,2016-03-03,Selfless,6,TSM,16
731,2016-03-03,TSM,14,Selfless,16
732,2016-03-03,NRG,11,CLG,16
733,2016-03-03,CLG,11,NRG,16
734,2016-03-03,CLG,10,NRG,16
735,2016-03-03,E-frag.net,5,FaZe,16
736,2016-03-03,Astralis,16,EnVyUs,11
737,2016-03-03,Virtus.pro,6,Astralis,16
738,2016-03-03,Tempo Storm,16,E-frag.net,13
739,2016-03-03,Virtus.pro,16,EnVyUs,14
740,2016-03-03,Tempo Storm,16,FaZe,19
741,2016-03-03,Astralis,16,E-frag.net,5
742,2016-03-03,EnVyUs,16,FaZe,12
743,2016-03-03,Astralis,16,FaZe,5
744,2016-03-03,Virtus.pro,9,Tempo Storm,16
745,2016-03-03,EnVyUs,7,Tempo Storm,16
746,2016-03-03,E-frag.net,9,Virtus.pro,16
747,2016-03-03,Astralis,16,Tempo Storm,12
748,2016-03-03,Virtus.pro,16,FaZe,13
749,2016-03-03,EnVyUs,19,E-frag.net,22
750,2016-03-04,compLexity,4,Liquid,16
751,2016-03-04,compLexity,4,Liquid,16
752,2016-03-04,NRG,16,Selfless,13
753,2016-03-04,NRG,17,Selfless,19
754,2016-03-04,Selfless,16,NRG,4
755,2016-03-04,Natus Vincere,16,Tempo Storm,10
756,2016-03-04,Natus Vincere,15,Tempo Storm,19
757,2016-03-04,Tempo Storm,13,Natus Vincere,16
758,2016-03-04,fnatic,16,Virtus.pro,5
759,2016-03-04,fnatic,16,Virtus.pro,8
760,2016-03-04,KoN Denmark,6,KoN Finland,16
761,2016-03-04,Natus Vincere,19,Luminosity,22
762,2016-03-04,Natus Vincere,12,Luminosity,16
763,2016-03-04,KoN Norway,3,KoN Finland,16
764,2016-03-04,KoN Sweden,16,KoN Finland,8
765,2016-03-04,Astralis,6,fnatic,16
766,2016-03-04,fnatic,12,Astralis,16
767,2016-03-04,fnatic,16,Astralis,7
768,2016-03-05,Karma,16,Millenium fe,0
769,2016-03-05,WRTP,16,Santos.DeX fe,1
770,2016-03-05,Karma,6,WRTP,16
771,2016-03-05,Santos.DeX fe,12,Millenium fe,16
772,2016-03-05,Millenium fe,14,Karma,16
773,2016-03-05,Exertus fe,16,LDLC fe,13
774,2016-03-05,Elysium,8,CLG Red,16
775,2016-03-05,fnatic,19,Luminosity,17
776,2016-03-05,fnatic,16,Luminosity,3
777,2016-03-05,fnatic,19,Luminosity,15
778,2016-03-05,CLG Red,16,Exertus fe,5
779,2016-03-05,LDLC fe,16,Elysium,8
780,2016-03-05,Exertus fe,3,LDLC fe,16
781,2016-03-06,Karma,25,CLG Red,23
782,2016-03-06,CLG Red,16,Karma,11
783,2016-03-06,Karma,17,CLG Red,19
784,2016-03-06,Empire,10,eXplosive,16
785,2016-03-06,eXplosive,12,Empire,16
786,2016-03-06,eXplosive,8,Empire,16
787,2016-03-06,WRTP,16,LDLC fe,3
788,2016-03-06,LDLC fe,6,WRTP,16
789,2016-03-06,Method,14,YP,16
790,2016-03-06,Method,8,YP,16
791,2016-03-06,gBots,12,Publiclir.se,16
792,2016-03-06,Publiclir.se,19,gBots,16
793,2016-03-06,Fluffy Gangsters,13,Binary Dragons,16
794,2016-03-06,Fluffy Gangsters,19,Binary Dragons,16
795,2016-03-06,Binary Dragons,16,Fluffy Gangsters,12
796,2016-03-06,CLG Red,10,WRTP,16
797,2016-03-06,CLG Red,8,WRTP,16
798,2016-03-06,Publiclir.se,16,Imp?rio Multim?dia,4
799,2016-03-06,Publiclir.se,16,Imp?rio Multim?dia,5
800,2016-03-07,YP,14,Empire,16
801,2016-03-07,YP,16,Empire,10
802,2016-03-07,Binary Dragons,16,Tempest,10
803,2016-03-07,Binary Dragons,11,Tempest,16
804,2016-03-07,Tempest,16,Binary Dragons,11
805,2016-03-07,Empire,16,HellRaisers,14
806,2016-03-07,HellRaisers,16,Empire,6
807,2016-03-07,HellRaisers,16,Empire,10
808,2016-03-07,LDLC Blue,12,Dead Pixels,16
809,2016-03-07,Dead Pixels,10,LDLC Blue,16
810,2016-03-07,LDLC Blue,16,Dead Pixels,14
811,2016-03-07,k1ck,19,nerdRage,17
812,2016-03-07,k1ck,22,nerdRage,19
813,2016-03-07,DenDD,16,Publiclir.se,14
814,2016-03-07,Publiclir.se,16,DenDD,7
815,2016-03-07,Publiclir.se,4,DenDD,16
816,2016-03-07,Tempest,19,Empire,22
817,2016-03-07,Empire,16,Tempest,6
818,2016-03-07,k1ck,12,AlienTech,16
819,2016-03-07,AlienTech,12,k1ck,16
820,2016-03-07,Platinium,16,LPDC,1
821,2016-03-07,Platinium,16,LPDC,14
822,2016-03-08,Liquid,17,OpTic,19
823,2016-03-08,Liquid,16,OpTic,7
824,2016-03-08,OpTic,16,Liquid,12
825,2016-03-08,Arcade,16,Little Einsteins,12
826,2016-03-08,Epsilon,19,Space Soldiers,21
827,2016-03-08,ENCE,16,PENTA,14
828,2016-03-08,ENCE,16,PENTA,12
829,2016-03-08,Astralis,16,mousesports,12
830,2016-03-08,Space Soldiers,16,Arcade,12
831,2016-03-08,mousesports,4,Astralis,16
832,2016-03-08,Deathtrap,16,GameAgents,6
833,2016-03-08,NiP,16,FaZe,7
834,2016-03-08,Torpedo,14,Epsilon,16
835,2016-03-08,Epsilon,16,Torpedo,11
836,2016-03-08,ex-Epiphany,16,eXplosive,0
837,2016-03-08,NiP,16,FaZe,9
838,2016-03-08,Deathtrap,6,ex-Epiphany,16
839,2016-03-09,Renegades,16,Winterfox,4
840,2016-03-09,Renegades,16,Winterfox,3
841,2016-03-09,OpTic,16,Selfless,6
842,2016-03-09,OpTic,16,Selfless,7
843,2016-03-09,Splyce,16,AGG,12
844,2016-03-09,Splyce,16,AGG,6
845,2016-03-09,E-frag.net,16,Reason,2
846,2016-03-09,Reason,1,E-frag.net,16
847,2016-03-09,AlienTech,16,Nordics,9
848,2016-03-09,fm-eSports,10,Gambit,16
849,2016-03-09,Gambit,16,fm-eSports,9
850,2016-03-09,FlipSid3,16,Preparation,6
851,2016-03-09,Preparation,3,FlipSid3,16
852,2016-03-09,dignitas,16,DenDD,6
853,2016-03-09,NiP,16,Virtus.pro,2
854,2016-03-09,Team123,16,ALTERNATE aTTaX,13
855,2016-03-09,miMo,16,WE GOT GAME,13
856,2016-03-09,NiP,16,Virtus.pro,11
857,2016-03-09,dignitas,16,Team123,11
858,2016-03-09,ggrabb,18,Revival,21
859,2016-03-09,SK,16,GameAgents,11
860,2016-03-09,SK,16,GameAgents,14
861,2016-03-09,G2,16,EnVyUs,11
862,2016-03-09,ALTERNATE aTTaX,16,DenDD,12
863,2016-03-09,AlienTech,6,Bpro,16
864,2016-03-09,Revival,12,miMo,16
865,2016-03-09,EnVyUs,12,G2,16
866,2016-03-09,ALTERNATE aTTaX,16,Team123,5
867,2016-03-10,OpTic,16,Cloud9,13
868,2016-03-10,Cloud9,7,OpTic,16
869,2016-03-10,Luminosity,16,Winterfox,11
870,2016-03-10,AGG,16,8 Minded,3
871,2016-03-10,Winterfox,16,Luminosity,3
872,2016-03-10,Reason,5,Method,16
873,2016-03-10,Reason,0,Method,16
874,2016-03-10,E-frag.net,8,Ancient,16
875,2016-03-10,CL4NLESS,11,Refuse,16
876,2016-03-10,Method,3,SK,16
877,2016-03-10,FlipSid3,9,EnVyUs,16
878,2016-03-10,fm-eSports,4,dignitas,16
879,2016-03-10,fm-eSports,12,dignitas,16
880,2016-03-10,AR8,16,BLUEJAYS,2
881,2016-03-10,EnVyUs,16,FlipSid3,7
882,2016-03-10,Ancient,16,SK,14
883,2016-03-10,PENTA,16,noKappa,9
884,2016-03-10,Natus Vincere,19,FaZe,17
885,2016-03-10,Orgless,16,YP,9
886,2016-03-10,Orgless,16,YP,6
887,2016-03-10,Method,11,E-frag.net,16
888,2016-03-10,PENTA,16,AR8,7
889,2016-03-10,SK,17,E-frag.net,19
890,2016-03-10,Publiclir.se,19,AlienTech,17
891,2016-03-10,AlienTech,14,Publiclir.se,16
892,2016-03-10,Natus Vincere,16,FaZe,12
893,2016-03-11,Luminosity,16,NRG,3
894,2016-03-11,8 Minded,11,Tempo Storm,16
895,2016-03-11,Tempo Storm,16,8 Minded,9
896,2016-03-11,Luminosity,16,NRG,9
897,2016-03-11,NRG,16,compLexity,13
898,2016-03-11,Splyce,7,AGG,16
899,2016-03-11,Splyce,1,AGG,16
900,2016-03-11,compLexity,13,NRG,16
901,2016-03-11,Recursive,16,CSGO2x,4
902,2016-03-11,eXplosive,10,DEEZ NUTS,16
903,2016-03-11,Fluffy Gangsters,14,LeiSuRe,16
904,2016-03-11,KoN Denmark,16,KoN Norway,5
905,2016-03-11,RCTIC,8,eSuba,16
906,2016-03-11,Galatics,12,nerdRage,16
907,2016-03-11,nerdRage,16,Galatics,4
908,2016-03-11,KoN Denmark,12,KoN Finland,16
909,2016-03-11,KoN Sweden,16,KoN Finland,11
910,2016-03-11,Recursive,16,DEEZ NUTS,12
911,2016-03-11,eSuba,16,LeiSuRe,4
912,2016-03-12,Signature,16,MiTH,12
913,2016-03-12,MVP project,16,T5,10
914,2016-03-12,Emc,16,EDG,19
915,2016-03-12,Risky,16,Long Live Democracy,14
916,2016-03-12,Savage Wolves,16,Mahameru,11
917,2016-03-12,dream[S]cape,16,MineSki,10
918,2016-03-12,Threats,16,7GU6,8
919,2016-03-12,TitaNs,12,xqR,16
920,2016-03-12,n1ce,13,GameAgents,16
921,2016-03-12,GameAgents,8,n1ce,16
922,2016-03-12,GameAgents,19,n1ce,15
923,2016-03-12,LDLC Blue,7,c5,16
924,2016-03-12,AliGon,10,Gambit,16
925,2016-03-12,CPH Wolves,16,Platinium,13
926,2016-03-12,eSuba,16,BFFsIRL,9
927,2016-03-12,Orbit,11,Ancient,16
928,2016-03-12,Preparation,16,HellRaisers,8
929,2016-03-12,demons,11,PENTA,16
930,2016-03-12,ENCE,10,TDJSF,16
931,2016-03-12,EnVyUs,10,Astralis,16
932,2016-03-12,EnVyUs,16,Astralis,7
933,2016-03-12,Virtus.pro,16,G2,14
934,2016-03-12,TShow,3,dreamWorks,16
935,2016-03-12,BlackSheep,12,rEAK,16
936,2016-03-12,G2,16,Virtus.pro,6
937,2016-03-12,SK,25,FaZe,23
938,2016-03-12,DEMONIO,21,Apoka Academics,17
939,2016-03-12,SK,3,FaZe,16
940,2016-03-12,NRG,16,AGG,10
941,2016-03-12,INTZ,16,ProGaming,10
942,2016-03-13,AGG,14,NRG,16
943,2016-03-13,rEAK,14,dreamWorks,16
944,2016-03-13,compLexity,15,Cloud9,19
945,2016-03-13,DEMONIO,25,INTZ,31
946,2016-03-13,compLexity,2,Cloud9,16
947,2016-03-13,OpTic,16,Renegades,7
948,2016-03-13,Renegades,16,OpTic,9
949,2016-03-13,dream[S]cape,9,TyLoo,16
950,2016-03-13,TyLoo,16,dream[S]cape,8
951,2016-03-13,Legacy,16,EDG,10
952,2016-03-13,Legacy,16,EDG,13
953,2016-03-13,Threats,13,VG.CyberZen,16
954,2016-03-13,Threats,4,VG.CyberZen,16
955,2016-03-13,nxl,6,Signature,16
956,2016-03-13,Signature,16,nxl,10
957,2016-03-13,MVP.karnal,19,MVP project,16
958,2016-03-13,MVP.karnal,16,MVP project,10
959,2016-03-13,TheMongolz,16,Savage Wolves,5
960,2016-03-13,TheMongolz,16,Savage Wolves,3
961,2016-03-13,inchk1ng,16,Risky,8
962,2016-03-13,inchk1ng,16,Risky,3
963,2016-03-13,xqR,19,Immunity,15
964,2016-03-13,xqR,2,Immunity,16
965,2016-03-13,Immunity,16,xqR,3
966,2016-03-13,Signature,16,TheMongolz,8
967,2016-03-13,TheMongolz,16,Signature,5
968,2016-03-13,TheMongolz,12,Signature,16
969,2016-03-13,Legacy,17,VG.CyberZen,19
970,2016-03-13,VG.CyberZen,16,Legacy,7
971,2016-03-13,MVP.karnal,6,TyLoo,16
972,2016-03-13,TyLoo,16,MVP.karnal,5
973,2016-03-13,Immunity,16,inchk1ng,6
974,2016-03-13,Immunity,7,inchk1ng,16
975,2016-03-13,Immunity,16,inchk1ng,9
976,2016-03-13,VG.CyberZen,19,Signature,16
977,2016-03-13,VG.CyberZen,16,Signature,14
978,2016-03-13,Gambit,16,noKappa,9
979,2016-03-13,Gambit,5,noKappa,16
980,2016-03-13,Gambit,14,noKappa,16
981,2016-03-13,E-frag.net,16,CPH Wolves,8
982,2016-03-13,CPH Wolves,16,E-frag.net,12
983,2016-03-13,CPH Wolves,16,E-frag.net,8
984,2016-03-13,Ancient,16,SK,13
985,2016-03-13,SK,16,Ancient,11
986,2016-03-13,SK,17,Ancient,19
987,2016-03-13,PENTA,12,CSGL,16
988,2016-03-13,PENTA,14,CSGL,16
989,2016-03-13,TDJSF,7,dignitas,16
990,2016-03-13,dignitas,16,TDJSF,4
991,2016-03-13,mousesports,16,c5,8
992,2016-03-13,c5,9,mousesports,16
993,2016-03-13,FlipSid3,17,Preparation,19
994,2016-03-13,FlipSid3,16,Preparation,9
995,2016-03-13,FlipSid3,19,Preparation,17
996,2016-03-13,TyLoo,16,Immunity,7
997,2016-03-13,Immunity,4,TyLoo,16
998,2016-03-13,eSuba,16,G2,8
999,2016-03-13,G2,16,eSuba,6
1000,2016-03-13,eSuba,12,G2,16
1001,2016-03-13,dignitas,13,CSGL,16
1002,2016-03-13,dignitas,3,CSGL,16
1003,2016-03-13,TyLoo,16,VG.CyberZen,8
1004,2016-03-13,TyLoo,16,VG.CyberZen,10
1005,2016-03-13,CPH Wolves,13,G2,16
1006,2016-03-13,CPH Wolves,19,G2,15
1007,2016-03-13,CPH Wolves,12,G2,16
1008,2016-03-13,mousesports,16,noKappa,7
1009,2016-03-13,noKappa,3,mousesports,16
1010,2016-03-13,gBots,16,Galatics,6
1011,2016-03-13,Galatics,11,gBots,16
1012,2016-03-13,FlipSid3,12,Ancient,16
1013,2016-03-13,FlipSid3,16,Ancient,9
1014,2016-03-13,FlipSid3,16,Ancient,7
1015,2016-03-13,SK,7,Astralis,16
1016,2016-03-13,k1ck,16,Galatics,4
1017,2016-03-13,k1ck,16,Galatics,11
1018,2016-03-13,SK,5,Astralis,16
1019,2016-03-13,FlipSid3,12,G2,16
1020,2016-03-13,Publiclir.se,16,nerdRage,9
1021,2016-03-13,nerdRage,6,Publiclir.se,16
1022,2016-03-13,Perrinho Sin Colinha,3,Innova,16
1023,2016-03-13,G2,16,FlipSid3,7
1024,2016-03-13,Crashers,2,BigGods,16
1025,2016-03-13,mousesports,4,fnatic,16
1026,2016-03-13,LDDM,16,TSG,5
1027,2016-03-13,compLexity,10,OpTic,16
1028,2016-03-13,CNB,16,Gathers,14
1029,2016-03-13,mousesports,19,fnatic,17
1030,2016-03-13,compLexity,4,OpTic,16
1031,2016-03-14,Renegades,16,AGG,6
1032,2016-03-14,CNB,16,LDDM,14
1033,2016-03-14,AGG,12,Renegades,16
1034,2016-03-14,Cloud9,16,Selfless,10
1035,2016-03-14,Cloud9,4,Selfless,16
1036,2016-03-14,fm-eSports,16,Gambit,10
1037,2016-03-14,fm-eSports,10,Gambit,16
1038,2016-03-14,fm-eSports,10,Gambit,16
1039,2016-03-14,noKappa,16,Empire,9
1040,2016-03-14,Binary Dragons,11,Method,16
1041,2016-03-14,Method,16,Binary Dragons,4
1042,2016-03-14,k1ck,5,E-frag.net,16
1043,2016-03-14,E-frag.net,22,k1ck,19
1044,2016-03-14,ENCE,10,FlipSid3,16
1045,2016-03-14,FlipSid3,16,ENCE,11
1046,2016-03-14,XPC,16,CSGL,11
1047,2016-03-14,mousesports,16,G2,19
